Currently Passing?,Proposition Number,Proposition Title,Yes Votes,Yes %,No Votes,No %,State - Yes Votes,State - Yes %,State - No Votes,State - No %,County,Fetch Time
False,23,State Requirements for Kidney Dialysis Clinics,46256,0.403,68424,0.597,4453151,0.36,7931878,0.64,Monterey,2020-11-06 15:43:45
False,25,Eliminates Money Bail System,54819,0.493,56330,0.507,5413548,0.443,6794890,0.557,Monterey,2020-11-06 15:43:45
True,14,Bonds to Continue Stem Cell Research,64092,0.562,50002,0.438,6298331,0.51,6056037,0.49,Monterey,2020-11-06 15:43:45
True,15,"Property Tax to Fund Schools, Government Services",58834,0.51,56499,0.49,6052024,0.482,6508007,0.518,Monterey,2020-11-06 15:43:45
True,17,Restores Right to Vote After Prison Term,72849,0.633,42320,0.3670000000000001,7378508,0.589,5145500,0.411,Monterey,2020-11-06 15:43:45
True,19,Changes Certain Property Tax Rules,65307,0.573,48569,0.4270000000000001,6316484,0.513,5985374,0.487,Monterey,2020-11-06 15:43:45
True,22,App-Based Drivers and Employee Benefits,63729,0.555,51019,0.445,7290656,0.585,5178187,0.415,Monterey,2020-11-06 15:43:45
True,24,Amends Consumer Privacy Laws,68730,0.616,42794,0.384,6867113,0.56,5400362,0.44,Monterey,2020-11-06 15:43:45
False,16,Affirmative Action in Government Decisions,19363,0.449,23737,0.551,5426882,0.438,6967593,0.562,Napa,2020-11-06 15:43:47
False,18,17-year-old Primary Voting Rights,20519,0.469,23220,0.531,5612232,0.447,6937851,0.5529999999999999,Napa,2020-11-06 15:43:47
False,20,Parole Restrictions for Certain Offenses,15182,0.358,27183,0.642,4633239,0.378,7624362,0.622,Napa,2020-11-06 15:43:47
False,21,Expands Governments’ Authority to Rent Control,16240,0.378,26686,0.622,4977831,0.402,7418325,0.598,Napa,2020-11-06 15:43:47
False,23,State Requirements for Kidney Dialysis Clinics,13648,0.316,29487,0.684,4453151,0.36,7931878,0.64,Napa,2020-11-06 15:43:47
True,14,Bonds to Continue Stem Cell Research,23156,0.537,19991,0.463,6298331,0.51,6056037,0.49,Napa,2020-11-06 15:43:47
True,15,"Property Tax to Fund Schools, Government Services",22194,0.508,21533,0.4920000000000001,6052024,0.482,6508007,0.518,Napa,2020-11-06 15:43:47
True,17,Restores Right to Vote After Prison Term,27180,0.622,16495,0.378,7378508,0.589,5145500,0.411,Napa,2020-11-06 15:43:47
True,19,Changes Certain Property Tax Rules,24365,0.5660000000000001,18685,0.434,6316484,0.513,5985374,0.487,Napa,2020-11-06 15:43:47
True,22,App-Based Drivers and Employee Benefits,24392,0.564,18847,0.436,7290656,0.585,5178187,0.415,Napa,2020-11-06 15:43:47
True,24,Amends Consumer Privacy Laws,23723,0.555,19003,0.445,6867113,0.56,5400362,0.44,Napa,2020-11-06 15:43:47
True,25,Eliminates Money Bail System,21756,0.514,20579,0.486,5413548,0.443,6794890,0.557,Napa,2020-11-06 15:43:47
False,14,Bonds to Continue Stem Cell Research,13281,0.455,15900,0.545,6298331,0.51,6056037,0.49,Nevada,2020-11-06 15:43:52
False,15,"Property Tax to Fund Schools, Government Services",12851,0.434,16791,0.5660000000000001,6052024,0.482,6508007,0.518,Nevada,2020-11-06 15:43:52
False,16,Affirmative Action in Government Decisions,10726,0.368,18437,0.632,5426882,0.438,6967593,0.562,Nevada,2020-11-06 15:43:52
False,18,17-year-old Primary Voting Rights,11835,0.397,17945,0.603,5612232,0.447,6937851,0.5529999999999999,Nevada,2020-11-06 15:43:52
False,19,Changes Certain Property Tax Rules,14159,0.485,15006,0.515,6316484,0.513,5985374,0.487,Nevada,2020-11-06 15:43:52
False,20,Parole Restrictions for Certain Offenses,11143,0.386,17761,0.614,4633239,0.378,7624362,0.622,Nevada,2020-11-06 15:43:52
False,21,Expands Governments’ Authority to Rent Control,9298,0.319,19868,0.6809999999999999,4977831,0.402,7418325,0.598,Nevada,2020-11-06 15:43:52
False,23,State Requirements for Kidney Dialysis Clinics,8205,0.282,20922,0.718,4453151,0.36,7931878,0.64,Nevada,2020-11-06 15:43:52
False,24,Amends Consumer Privacy Laws,13614,0.468,15485,0.532,6867113,0.56,5400362,0.44,Nevada,2020-11-06 15:43:52
False,25,Eliminates Money Bail System,12816,0.443,16129,0.557,5413548,0.443,6794890,0.557,Nevada,2020-11-06 15:43:52
True,17,Restores Right to Vote After Prison Term,16040,0.541,13632,0.459,7378508,0.589,5145500,0.411,Nevada,2020-11-06 15:43:52
True,22,App-Based Drivers and Employee Benefits,17371,0.594,11873,0.406,7290656,0.585,5178187,0.415,Nevada,2020-11-06 15:43:52
False,14,Bonds to Continue Stem Cell Research,594069,0.456,709719,0.544,6298331,0.51,6056037,0.49,Orange,2020-11-06 15:43:56
False,15,"Property Tax to Fund Schools, Government Services",516134,0.39,806241,0.61,6052024,0.482,6508007,0.518,Orange,2020-11-06 15:43:56
False,16,Affirmative Action in Government Decisions,453021,0.34700000000000003,853072,0.653,5426882,0.438,6967593,0.562,Orange,2020-11-06 15:43:56
False,17,Restores Right to Vote After Prison Term,650555,0.494,665062,0.506,7378508,0.589,5145500,0.411,Orange,2020-11-06 15:43:56
False,18,17-year-old Primary Voting Rights,470013,0.35700000000000004,847529,0.643,5612232,0.447,6937851,0.5529999999999999,Orange,2020-11-06 15:43:56
False,19,Changes Certain Property Tax Rules,603476,0.466,691366,0.534,6316484,0.513,5985374,0.487,Orange,2020-11-06 15:43:56
False,20,Parole Restrictions for Certain Offenses,543999,0.421,748865,0.579,4633239,0.378,7624362,0.622,Orange,2020-11-06 15:43:56
False,21,Expands Governments’ Authority to Rent Control,437512,0.335,868913,0.665,4977831,0.402,7418325,0.598,Orange,2020-11-06 15:43:56
False,23,State Requirements for Kidney Dialysis Clinics,421746,0.324,881548,0.6759999999999999,4453151,0.36,7931878,0.64,Orange,2020-11-06 15:43:56
False,25,Eliminates Money Bail System,506706,0.392,785824,0.608,5413548,0.443,6794890,0.557,Orange,2020-11-06 15:43:56
True,22,App-Based Drivers and Employee Benefits,869959,0.6609999999999999,445387,0.339,7290656,0.585,5178187,0.415,Orange,2020-11-06 15:43:56
True,24,Amends Consumer Privacy Laws,695258,0.536,602574,0.464,6867113,0.56,5400362,0.44,Orange,2020-11-06 15:43:56
False,14,Bonds to Continue Stem Cell Research,66051,0.426,89052,0.574,6298331,0.51,6056037,0.49,Placer,2020-11-06 15:44:03
False,15,"Property Tax to Fund Schools, Government Services",56154,0.35700000000000004,100938,0.643,6052024,0.482,6508007,0.518,Placer,2020-11-06 15:44:03
False,16,Affirmative Action in Government Decisions,46109,0.297,109127,0.703,5426882,0.438,6967593,0.562,Placer,2020-11-06 15:44:03
False,17,Restores Right to Vote After Prison Term,69244,0.442,87458,0.5579999999999999,7378508,0.589,5145500,0.411,Placer,2020-11-06 15:44:03
False,18,17-year-old Primary Voting Rights,49688,0.316,107703,0.684,5612232,0.447,6937851,0.5529999999999999,Placer,2020-11-06 15:44:03
False,19,Changes Certain Property Tax Rules,74580,0.483,79677,0.517,6316484,0.513,5985374,0.487,Placer,2020-11-06 15:44:03
False,20,Parole Restrictions for Certain Offenses,67248,0.439,85834,0.561,4633239,0.378,7624362,0.622,Placer,2020-11-06 15:44:03
False,21,Expands Governments’ Authority to Rent Control,42167,0.273,112488,0.727,4977831,0.402,7418325,0.598,Placer,2020-11-06 15:44:03
False,23,State Requirements for Kidney Dialysis Clinics,39843,0.257,115077,0.743,4453151,0.36,7931878,0.64,Placer,2020-11-06 15:44:03
False,24,Amends Consumer Privacy Laws,75614,0.493,77655,0.507,6867113,0.56,5400362,0.44,Placer,2020-11-06 15:44:03
False,25,Eliminates Money Bail System,55951,0.366,96829,0.634,5413548,0.443,6794890,0.557,Placer,2020-11-06 15:44:03
True,22,App-Based Drivers and Employee Benefits,104961,0.674,50704,0.326,7290656,0.585,5178187,0.415,Placer,2020-11-06 15:44:03
False,14,Bonds to Continue Stem Cell Research,3682,0.345,7005,0.655,6298331,0.51,6056037,0.49,Plumas,2020-11-06 15:44:06
False,15,"Property Tax to Fund Schools, Government Services",3392,0.314,7420,0.6859999999999999,6052024,0.482,6508007,0.518,Plumas,2020-11-06 15:44:06
False,16,Affirmative Action in Government Decisions,2345,0.22,8303,0.78,5426882,0.438,6967593,0.562,Plumas,2020-11-06 15:44:06
False,17,Restores Right to Vote After Prison Term,4345,0.403,6445,0.597,7378508,0.589,5145500,0.411,Plumas,2020-11-06 15:44:06
False,18,17-year-old Primary Voting Rights,2718,0.251,8117,0.7490000000000001,5612232,0.447,6937851,0.5529999999999999,Plumas,2020-11-06 15:44:06
False,19,Changes Certain Property Tax Rules,4550,0.429,6068,0.5710000000000001,6316484,0.513,5985374,0.487,Plumas,2020-11-06 15:44:06
False,20,Parole Restrictions for Certain Offenses,4550,0.431,6014,0.569,4633239,0.378,7624362,0.622,Plumas,2020-11-06 15:44:06
False,21,Expands Governments’ Authority to Rent Control,2530,0.237,8140,0.763,4977831,0.402,7418325,0.598,Plumas,2020-11-06 15:44:06
False,23,State Requirements for Kidney Dialysis Clinics,2618,0.245,8062,0.755,4453151,0.36,7931878,0.64,Plumas,2020-11-06 15:44:06
False,24,Amends Consumer Privacy Laws,4604,0.434,6006,0.5660000000000001,6867113,0.56,5400362,0.44,Plumas,2020-11-06 15:44:06
False,25,Eliminates Money Bail System,3502,0.329,7129,0.6709999999999999,5413548,0.443,6794890,0.557,Plumas,2020-11-06 15:44:06
True,22,App-Based Drivers and Employee Benefits,6775,0.636,3873,0.364,7290656,0.585,5178187,0.415,Plumas,2020-11-06 15:44:06
False,14,Bonds to Continue Stem Cell Research,213169,0.488,223933,0.512,6298331,0.51,6056037,0.49,Riverside,2020-11-06 15:44:10
False,15,"Property Tax to Fund Schools, Government Services",177381,0.403,263047,0.597,6052024,0.482,6508007,0.518,Riverside,2020-11-06 15:44:10
False,16,Affirmative Action in Government Decisions,157787,0.361,278696,0.639,5426882,0.438,6967593,0.562,Riverside,2020-11-06 15:44:10
False,18,17-year-old Primary Voting Rights,163964,0.3720000000000001,276695,0.628,5612232,0.447,6937851,0.5529999999999999,Riverside,2020-11-06 15:44:10
False,20,Parole Restrictions for Certain Offenses,190037,0.436,245686,0.564,4633239,0.378,7624362,0.622,Riverside,2020-11-06 15:44:10
False,21,Expands Governments’ Authority to Rent Control,148844,0.339,290163,0.6609999999999999,4977831,0.402,7418325,0.598,Riverside,2020-11-06 15:44:10
False,23,State Requirements for Kidney Dialysis Clinics,138998,0.316,301503,0.684,4453151,0.36,7931878,0.64,Riverside,2020-11-06 15:44:10
False,25,Eliminates Money Bail System,167105,0.386,265962,0.614,5413548,0.443,6794890,0.557,Riverside,2020-11-06 15:44:10
True,17,Restores Right to Vote After Prison Term,221831,0.505,217603,0.495,7378508,0.589,5145500,0.411,Riverside,2020-11-06 15:44:10
True,19,Changes Certain Property Tax Rules,221194,0.507,215262,0.493,6316484,0.513,5985374,0.487,Riverside,2020-11-06 15:44:10
True,22,App-Based Drivers and Employee Benefits,288324,0.654,152454,0.34600000000000003,7290656,0.585,5178187,0.415,Riverside,2020-11-06 15:44:10
True,24,Amends Consumer Privacy Laws,238706,0.5479999999999999,197149,0.452,6867113,0.56,5400362,0.44,Riverside,2020-11-06 15:44:10
False,15,"Property Tax to Fund Schools, Government Services",205965,0.469,233598,0.531,6052024,0.482,6508007,0.518,Sacramento,2020-11-06 15:44:15
False,16,Affirmative Action in Government Decisions,179205,0.412,255698,0.588,5426882,0.438,6967593,0.562,Sacramento,2020-11-06 15:44:15
False,18,17-year-old Primary Voting Rights,188790,0.428,252002,0.5720000000000001,5612232,0.447,6937851,0.5529999999999999,Sacramento,2020-11-06 15:44:15
False,20,Parole Restrictions for Certain Offenses,170682,0.395,260965,0.605,4633239,0.378,7624362,0.622,Sacramento,2020-11-06 15:44:15
False,21,Expands Governments’ Authority to Rent Control,159834,0.366,276488,0.634,4977831,0.402,7418325,0.598,Sacramento,2020-11-06 15:44:15
False,23,State Requirements for Kidney Dialysis Clinics,142900,0.33,290282,0.67,4453151,0.36,7931878,0.64,Sacramento,2020-11-06 15:44:15
False,25,Eliminates Money Bail System,190864,0.446,237027,0.5539999999999999,5413548,0.443,6794890,0.557,Sacramento,2020-11-06 15:44:15
True,14,Bonds to Continue Stem Cell Research,227933,0.524,206857,0.476,6298331,0.51,6056037,0.49,Sacramento,2020-11-06 15:44:15
True,17,Restores Right to Vote After Prison Term,253942,0.5760000000000001,187178,0.424,7378508,0.589,5145500,0.411,Sacramento,2020-11-06 15:44:15
True,19,Changes Certain Property Tax Rules,229966,0.531,203016,0.469,6316484,0.513,5985374,0.487,Sacramento,2020-11-06 15:44:15
True,22,App-Based Drivers and Employee Benefits,272992,0.622,165722,0.378,7290656,0.585,5178187,0.415,Sacramento,2020-11-06 15:44:15
True,24,Amends Consumer Privacy Laws,238060,0.555,190913,0.445,6867113,0.56,5400362,0.44,Sacramento,2020-11-06 15:44:15
False,15,"Property Tax to Fund Schools, Government Services",9608,0.4270000000000001,12919,0.573,6052024,0.482,6508007,0.518,San Benito,2020-11-06 15:44:18
False,16,Affirmative Action in Government Decisions,8405,0.378,13804,0.622,5426882,0.438,6967593,0.562,San Benito,2020-11-06 15:44:18
False,18,17-year-old Primary Voting Rights,8751,0.389,13771,0.611,5612232,0.447,6937851,0.5529999999999999,San Benito,2020-11-06 15:44:18
False,20,Parole Restrictions for Certain Offenses,8598,0.388,13560,0.612,4633239,0.378,7624362,0.622,San Benito,2020-11-06 15:44:18
False,21,Expands Governments’ Authority to Rent Control,8348,0.373,14007,0.627,4977831,0.402,7418325,0.598,San Benito,2020-11-06 15:44:18
False,23,State Requirements for Kidney Dialysis Clinics,8204,0.366,14217,0.634,4453151,0.36,7931878,0.64,San Benito,2020-11-06 15:44:18
False,25,Eliminates Money Bail System,8485,0.386,13482,0.614,5413548,0.443,6794890,0.557,San Benito,2020-11-06 15:44:18
True,14,Bonds to Continue Stem Cell Research,11412,0.512,10895,0.488,6298331,0.51,6056037,0.49,San Benito,2020-11-06 15:44:18
True,17,Restores Right to Vote After Prison Term,12127,0.54,10312,0.46,7378508,0.589,5145500,0.411,San Benito,2020-11-06 15:44:18
True,19,Changes Certain Property Tax Rules,12193,0.545,10176,0.455,6316484,0.513,5985374,0.487,San Benito,2020-11-06 15:44:18
True,22,App-Based Drivers and Employee Benefits,12617,0.564,9757,0.436,7290656,0.585,5178187,0.415,San Benito,2020-11-06 15:44:18
True,24,Amends Consumer Privacy Laws,13041,0.5920000000000001,8999,0.408,6867113,0.56,5400362,0.44,San Benito,2020-11-06 15:44:18
False,14,Bonds to Continue Stem Cell Research,254961,0.489,266028,0.511,6298331,0.51,6056037,0.49,San Bernardino,2020-11-06 15:44:22
False,15,"Property Tax to Fund Schools, Government Services",216968,0.411,311060,0.589,6052024,0.482,6508007,0.518,San Bernardino,2020-11-06 15:44:22
False,16,Affirmative Action in Government Decisions,194051,0.371,328941,0.629,5426882,0.438,6967593,0.562,San Bernardino,2020-11-06 15:44:22
False,18,17-year-old Primary Voting Rights,201037,0.379,329862,0.621,5612232,0.447,6937851,0.5529999999999999,San Bernardino,2020-11-06 15:44:22
False,20,Parole Restrictions for Certain Offenses,220771,0.423,301282,0.5770000000000001,4633239,0.378,7624362,0.622,San Bernardino,2020-11-06 15:44:22
False,21,Expands Governments’ Authority to Rent Control,184155,0.35100000000000003,341158,0.649,4977831,0.402,7418325,0.598,San Bernardino,2020-11-06 15:44:22
False,23,State Requirements for Kidney Dialysis Clinics,174704,0.331,353215,0.669,4453151,0.36,7931878,0.64,San Bernardino,2020-11-06 15:44:22
False,25,Eliminates Money Bail System,199289,0.388,314841,0.612,5413548,0.443,6794890,0.557,San Bernardino,2020-11-06 15:44:22
True,17,Restores Right to Vote After Prison Term,277462,0.526,249823,0.474,7378508,0.589,5145500,0.411,San Bernardino,2020-11-06 15:44:22
True,19,Changes Certain Property Tax Rules,268347,0.514,253785,0.486,6316484,0.513,5985374,0.487,San Bernardino,2020-11-06 15:44:22
True,22,App-Based Drivers and Employee Benefits,336607,0.637,191630,0.363,7290656,0.585,5178187,0.415,San Bernardino,2020-11-06 15:44:22
True,24,Amends Consumer Privacy Laws,301846,0.583,216040,0.417,6867113,0.56,5400362,0.44,San Bernardino,2020-11-06 15:44:22
False,15,"Property Tax to Fund Schools, Government Services",537101,0.442,677666,0.5579999999999999,6052024,0.482,6508007,0.518,San Diego,2020-11-06 15:44:27
False,16,Affirmative Action in Government Decisions,490911,0.41,706519,0.59,5426882,0.438,6967593,0.562,San Diego,2020-11-06 15:44:27
False,18,17-year-old Primary Voting Rights,514873,0.424,700114,0.5760000000000001,5612232,0.447,6937851,0.5529999999999999,San Diego,2020-11-06 15:44:27
False,20,Parole Restrictions for Certain Offenses,441431,0.375,735079,0.625,4633239,0.378,7624362,0.622,San Diego,2020-11-06 15:44:27
False,21,Expands Governments’ Authority to Rent Control,448069,0.376,743396,0.624,4977831,0.402,7418325,0.598,San Diego,2020-11-06 15:44:27
False,23,State Requirements for Kidney Dialysis Clinics,425425,0.35700000000000004,765002,0.643,4453151,0.36,7931878,0.64,San Diego,2020-11-06 15:44:27
False,25,Eliminates Money Bail System,510664,0.435,663490,0.565,5413548,0.443,6794890,0.557,San Diego,2020-11-06 15:44:27
True,14,Bonds to Continue Stem Cell Research,636058,0.531,561882,0.469,6298331,0.51,6056037,0.49,San Diego,2020-11-06 15:44:27
True,17,Restores Right to Vote After Prison Term,696171,0.575,513979,0.425,7378508,0.589,5145500,0.411,San Diego,2020-11-06 15:44:27
True,19,Changes Certain Property Tax Rules,639167,0.539,546006,0.461,6316484,0.513,5985374,0.487,San Diego,2020-11-06 15:44:27
True,22,App-Based Drivers and Employee Benefits,769169,0.64,432746,0.36,7290656,0.585,5178187,0.415,San Diego,2020-11-06 15:44:27
True,24,Amends Consumer Privacy Laws,674546,0.573,503457,0.4270000000000001,6867113,0.56,5400362,0.44,San Diego,2020-11-06 15:44:27
False,20,Parole Restrictions for Certain Offenses,100783,0.28,258719,0.72,4633239,0.378,7624362,0.622,San Francisco,2020-11-06 15:44:31
False,22,App-Based Drivers and Employee Benefits,146952,0.402,218298,0.598,7290656,0.585,5178187,0.415,San Francisco,2020-11-06 15:44:31
False,23,State Requirements for Kidney Dialysis Clinics,164453,0.46,192734,0.54,4453151,0.36,7931878,0.64,San Francisco,2020-11-06 15:44:31
False,24,Amends Consumer Privacy Laws,173075,0.485,183609,0.515,6867113,0.56,5400362,0.44,San Francisco,2020-11-06 15:44:31
True,14,Bonds to Continue Stem Cell Research,201415,0.5539999999999999,162080,0.446,6298331,0.51,6056037,0.49,San Francisco,2020-11-06 15:44:31
True,15,"Property Tax to Fund Schools, Government Services",263127,0.711,107134,0.289,6052024,0.482,6508007,0.518,San Francisco,2020-11-06 15:44:31
True,16,Affirmative Action in Government Decisions,234969,0.644,129878,0.35600000000000004,5426882,0.438,6967593,0.562,San Francisco,2020-11-06 15:44:31
True,17,Restores Right to Vote After Prison Term,289215,0.7809999999999999,80868,0.219,7378508,0.589,5145500,0.411,San Francisco,2020-11-06 15:44:31
True,18,17-year-old Primary Voting Rights,238742,0.645,131415,0.355,5612232,0.447,6937851,0.5529999999999999,San Francisco,2020-11-06 15:44:31
True,19,Changes Certain Property Tax Rules,216815,0.602,143226,0.398,6316484,0.513,5985374,0.487,San Francisco,2020-11-06 15:44:31
True,21,Expands Governments’ Authority to Rent Control,185947,0.512,177120,0.488,4977831,0.402,7418325,0.598,San Francisco,2020-11-06 15:44:31
True,25,Eliminates Money Bail System,202486,0.569,153520,0.431,5413548,0.443,6794890,0.557,San Francisco,2020-11-06 15:44:31
False,15,"Property Tax to Fund Schools, Government Services",61162,0.419,84747,0.581,6052024,0.482,6508007,0.518,San Joaquin,2020-11-06 15:44:35
False,16,Affirmative Action in Government Decisions,54364,0.377,89724,0.623,5426882,0.438,6967593,0.562,San Joaquin,2020-11-06 15:44:35
False,18,17-year-old Primary Voting Rights,54033,0.371,91644,0.629,5612232,0.447,6937851,0.5529999999999999,San Joaquin,2020-11-06 15:44:35
False,20,Parole Restrictions for Certain Offenses,55780,0.389,87546,0.611,4633239,0.378,7624362,0.622,San Joaquin,2020-11-06 15:44:35
False,21,Expands Governments’ Authority to Rent Control,51689,0.358,92784,0.642,4977831,0.402,7418325,0.598,San Joaquin,2020-11-06 15:44:35
False,23,State Requirements for Kidney Dialysis Clinics,48658,0.333,97425,0.667,4453151,0.36,7931878,0.64,San Joaquin,2020-11-06 15:44:35
False,25,Eliminates Money Bail System,58618,0.408,85149,0.5920000000000001,5413548,0.443,6794890,0.557,San Joaquin,2020-11-06 15:44:35
True,14,Bonds to Continue Stem Cell Research,71867,0.501,71723,0.499,6298331,0.51,6056037,0.49,San Joaquin,2020-11-06 15:44:35
True,17,Restores Right to Vote After Prison Term,75915,0.523,69341,0.477,7378508,0.589,5145500,0.411,San Joaquin,2020-11-06 15:44:35
True,19,Changes Certain Property Tax Rules,76478,0.5329999999999999,67007,0.467,6316484,0.513,5985374,0.487,San Joaquin,2020-11-06 15:44:35
True,22,App-Based Drivers and Employee Benefits,89872,0.618,55454,0.382,7290656,0.585,5178187,0.415,San Joaquin,2020-11-06 15:44:35
True,24,Amends Consumer Privacy Laws,84373,0.585,59863,0.415,6867113,0.56,5400362,0.44,San Joaquin,2020-11-06 15:44:35
False,14,Bonds to Continue Stem Cell Research,51378,0.458,60848,0.542,6298331,0.51,6056037,0.49,San Luis Obispo,2020-11-06 15:44:41
False,15,"Property Tax to Fund Schools, Government Services",46645,0.408,67740,0.5920000000000001,6052024,0.482,6508007,0.518,San Luis Obispo,2020-11-06 15:44:41
False,16,Affirmative Action in Government Decisions,39988,0.35600000000000004,72322,0.644,5426882,0.438,6967593,0.562,San Luis Obispo,2020-11-06 15:44:41
False,18,17-year-old Primary Voting Rights,44025,0.384,70581,0.616,5612232,0.447,6937851,0.5529999999999999,San Luis Obispo,2020-11-06 15:44:41
False,19,Changes Certain Property Tax Rules,50805,0.456,60688,0.544,6316484,0.513,5985374,0.487,San Luis Obispo,2020-11-06 15:44:41
False,20,Parole Restrictions for Certain Offenses,44258,0.4,66364,0.6,4633239,0.378,7624362,0.622,San Luis Obispo,2020-11-06 15:44:41
False,21,Expands Governments’ Authority to Rent Control,37445,0.336,74159,0.664,4977831,0.402,7418325,0.598,San Luis Obispo,2020-11-06 15:44:41
False,23,State Requirements for Kidney Dialysis Clinics,33431,0.3,78177,0.7,4453151,0.36,7931878,0.64,San Luis Obispo,2020-11-06 15:44:41
False,24,Amends Consumer Privacy Laws,52896,0.478,57875,0.522,6867113,0.56,5400362,0.44,San Luis Obispo,2020-11-06 15:44:41
False,25,Eliminates Money Bail System,45542,0.414,64570,0.586,5413548,0.443,6794890,0.557,San Luis Obispo,2020-11-06 15:44:41
True,17,Restores Right to Vote After Prison Term,59546,0.522,54550,0.478,7378508,0.589,5145500,0.411,San Luis Obispo,2020-11-06 15:44:41
True,22,App-Based Drivers and Employee Benefits,68747,0.613,43338,0.387,7290656,0.585,5178187,0.415,San Luis Obispo,2020-11-06 15:44:41
False,20,Parole Restrictions for Certain Offenses,86343,0.32299999999999995,181336,0.677,4633239,0.378,7624362,0.622,San Mateo,2020-11-06 15:44:46
False,21,Expands Governments’ Authority to Rent Control,114108,0.419,157989,0.581,4977831,0.402,7418325,0.598,San Mateo,2020-11-06 15:44:46
False,22,App-Based Drivers and Employee Benefits,136543,0.4970000000000001,138426,0.503,7290656,0.585,5178187,0.415,San Mateo,2020-11-06 15:44:46
False,23,State Requirements for Kidney Dialysis Clinics,101950,0.375,170010,0.625,4453151,0.36,7931878,0.64,San Mateo,2020-11-06 15:44:46
True,14,Bonds to Continue Stem Cell Research,158908,0.586,112267,0.414,6298331,0.51,6056037,0.49,San Mateo,2020-11-06 15:44:46
True,15,"Property Tax to Fund Schools, Government Services",163712,0.591,113131,0.409,6052024,0.482,6508007,0.518,San Mateo,2020-11-06 15:44:46
True,16,Affirmative Action in Government Decisions,142795,0.525,129354,0.475,5426882,0.438,6967593,0.562,San Mateo,2020-11-06 15:44:46
True,17,Restores Right to Vote After Prison Term,186286,0.677,88853,0.32299999999999995,7378508,0.589,5145500,0.411,San Mateo,2020-11-06 15:44:46
True,18,17-year-old Primary Voting Rights,146026,0.528,130511,0.472,5612232,0.447,6937851,0.5529999999999999,San Mateo,2020-11-06 15:44:46
True,19,Changes Certain Property Tax Rules,154915,0.5720000000000001,116095,0.428,6316484,0.513,5985374,0.487,San Mateo,2020-11-06 15:44:46
True,24,Amends Consumer Privacy Laws,158715,0.588,111297,0.412,6867113,0.56,5400362,0.44,San Mateo,2020-11-06 15:44:46
True,25,Eliminates Money Bail System,149220,0.557,118519,0.443,5413548,0.443,6794890,0.557,San Mateo,2020-11-06 15:44:46
False,14,Bonds to Continue Stem Cell Research,71234,0.476,78332,0.524,6298331,0.51,6056037,0.49,Santa Barbara,2020-11-06 15:44:51
False,15,"Property Tax to Fund Schools, Government Services",74436,0.49,77405,0.51,6052024,0.482,6508007,0.518,Santa Barbara,2020-11-06 15:44:51
False,16,Affirmative Action in Government Decisions,66799,0.447,82770,0.5529999999999999,5426882,0.438,6967593,0.562,Santa Barbara,2020-11-06 15:44:51
False,18,17-year-old Primary Voting Rights,70362,0.463,81535,0.537,5612232,0.447,6937851,0.5529999999999999,Santa Barbara,2020-11-06 15:44:51
False,19,Changes Certain Property Tax Rules,68781,0.464,79374,0.536,6316484,0.513,5985374,0.487,Santa Barbara,2020-11-06 15:44:51
False,20,Parole Restrictions for Certain Offenses,51184,0.34600000000000003,96710,0.654,4633239,0.378,7624362,0.622,Santa Barbara,2020-11-06 15:44:51
False,21,Expands Governments’ Authority to Rent Control,56020,0.375,93295,0.625,4977831,0.402,7418325,0.598,Santa Barbara,2020-11-06 15:44:51
False,23,State Requirements for Kidney Dialysis Clinics,57368,0.385,91744,0.615,4453151,0.36,7931878,0.64,Santa Barbara,2020-11-06 15:44:51
False,25,Eliminates Money Bail System,71697,0.487,75675,0.513,5413548,0.443,6794890,0.557,Santa Barbara,2020-11-06 15:44:51
True,17,Restores Right to Vote After Prison Term,91932,0.606,59808,0.394,7378508,0.589,5145500,0.411,Santa Barbara,2020-11-06 15:44:51
True,22,App-Based Drivers and Employee Benefits,79891,0.534,69829,0.466,7290656,0.585,5178187,0.415,Santa Barbara,2020-11-06 15:44:51
True,24,Amends Consumer Privacy Laws,85698,0.5760000000000001,63104,0.424,6867113,0.56,5400362,0.44,Santa Barbara,2020-11-06 15:44:51
False,16,Affirmative Action in Government Decisions,263628,0.4920000000000001,272262,0.508,5426882,0.438,6967593,0.562,Santa Clara,2020-11-06 15:44:55
False,18,17-year-old Primary Voting Rights,267982,0.495,273203,0.505,5612232,0.447,6937851,0.5529999999999999,Santa Clara,2020-11-06 15:44:55
False,20,Parole Restrictions for Certain Offenses,188784,0.35600000000000004,341237,0.644,4633239,0.378,7624362,0.622,Santa Clara,2020-11-06 15:44:55
False,21,Expands Governments’ Authority to Rent Control,228901,0.4270000000000001,306615,0.573,4977831,0.402,7418325,0.598,Santa Clara,2020-11-06 15:44:55
False,23,State Requirements for Kidney Dialysis Clinics,206888,0.387,327259,0.613,4453151,0.36,7931878,0.64,Santa Clara,2020-11-06 15:44:55
True,14,Bonds to Continue Stem Cell Research,302945,0.5670000000000001,231270,0.433,6298331,0.51,6056037,0.49,Santa Clara,2020-11-06 15:44:55
True,15,"Property Tax to Fund Schools, Government Services",306193,0.564,236500,0.436,6052024,0.482,6508007,0.518,Santa Clara,2020-11-06 15:44:55
True,17,Restores Right to Vote After Prison Term,355245,0.657,185570,0.343,7378508,0.589,5145500,0.411,Santa Clara,2020-11-06 15:44:55
